neg_pos,token,POS,Wert,Inflektionen
neg,vereiteln,vvinf,-0.0048,"vereitle,vereitele,vereiteltest,vereitelt,vereiteltet,vereitl,vereitelst,vereitelen,vereitel,vereitelten,vereitelte"
neg,verfallen,adjx,-0.4849,"verfallner,verfallenem,verfallenst,verfalleneres,verfallenere,verfallenerer,verfallene,verfallenerem,verfallnere,verfalleneren,verfallenstem,verfallensten,verfallenste,verfallnerer,verfallenstes,verfallneres,verfallenster,verfallneren,verfallenen,verfallnerem,verfallener,verfallenes"
neg,verfassungswidrig,adjx,-0.0048,NA
neg,verfehlen,vvinf,-0.0373,"verfehlten,verfehlte,verfehl,verfehlst,verfehlt,verfehlet,verfehle,verfehlest,verfehltet,verfehltest"
neg,verfluchen,vvinf,-0.3284,"verfluch,verfluchet,verfluchten,verfluchst,verfluchtest,verfluchte,verfluche,verflucht,verfluchtet,verfluchest"
neg,verfälschen,vvinf,-0.3323,"verfälschten,verfälschtet,verfälschest,verfälschte,verfälschst,verfälsche,verfälsch,verfälschtest,verfälschet,verfälscht"
neg,vergammelt,vvinf,-0.0048,"vergammelteres,vergammelterer,vergammeltste,vergammelterem,vergammeltst,vergammelteren,vergammeltstem,vergammeltsten,vergammelten,vergammelte,vergammeltem,vergammeltere,vergammeltes,vergammeltster,vergammelter,vergammeltstes"
neg,vergeblich,adjx,-0.0048,"vergeblichstem,vergeblichsten,vergeblichem,vergeblichere,vergeblichen,vergebliches,vergeblicher,vergebliche,vergeblichste,vergeblichster,vergeblichstes,vergeblicherer,vergeblicheres,vergeblicherem,vergeblichst,vergeblicheren"
neg,vergelten,vvinf,-0.0048,NA
neg,vergeuden,vvinf,-0.1836,"vergeudete,vergeude,vergeudtet,vergeudeten,vergeudtest,vergeudetet,vergeud,vergeudet,vergeudte,vergeudetest,vergeudten,vergeudest"
neg,vergewaltigen,vvinf,-0.0048,"vergewaltige,vergewaltigtest,vergewaltigtet,vergewaltigt,vergewaltigten,vergewaltigte,vergewaltigest,vergewaltiget,vergewaltig,vergewaltigst"
neg,verharmlosen,vvinf,-0.049,"verharmlosten,verharmlos,verharmlost,verharmloset,verharmlose,verharmlostest,verharmlosest,verharmlostet,verharmloste"
neg,verhasst,adjx,-0.0048,"verhassteres,verhasstester,verhassterer,verhasstem,verhassten,verhasstes,verhasstestes,verhasster,verhasstestem,verhasstesten,verhasstere,verhassteste,verhassteren,verhasste,verhassterem,verhasstest"
neg,verheeren,vvinf,-0.0048,"verheern,verheerten,verheertest,verheertet,verheerst,verheert,verheerte,verheere,verheer"
neg,verheerend,adjx,-0.478,"verheerendstes,verheerendster,verheerendere,verheerenderes,verheerendsten,verheerenderer,verheerendem,verheerenden,verheerendst,verheerenderen,verheerendstem,verheerender,verheerendes,verheerenderem,verheerendste,verheerende"
neg,verherrlichen,vvinf,-0.0048,"verherrlichet,verherrlichten,verherrlichte,verherrlichst,verherrlichest,verherrliche,verherrlicht,verherrlichtest,verherrlich,verherrlichtet"
neg,verhängnisvoll,adjx,-0.333,NA
neg,verhöhnen,vvinf,-0.0048,"verhöhntest,verhöhnet,verhöhntet,verhöhnte,verhöhnst,verhöhne,verhöhn,verhöhnest,verhöhnt,verhöhnten"
neg,verirren,vvinf,-0.0498,"verirrt,verirrtet,verirr,verirrst,verirre,verirrte,verirrten,verirrest,verirrtest,verirret"
neg,verkehrswidrig,adjx,-0.0048,"verkehrswidrigste,verkehrswidrigster,verkehrswidrigstes,verkehrswidrigsten,verkehrswidrigerem,verkehrswidrigst,verkehrswidrigstem,verkehrswidrigere,verkehrswidriger,verkehrswidrigeren,verkehrswidrigen,verkehrswidrigerer,verkehrswidrigem,verkehrswidrigeres,verkehrswidrige,verkehrswidriges"
neg,verkleinern,vvinf,-0.0048,"verkleinerten,verkleiner,verkleinere,verkleinert,verkleinertet,verkleinerte,verkleinertest,verkleinerst,verkleineren"
neg,verkrüppeln,vvinf,-0.0048,NA
neg,verlangsamen,vvinf,-0.0048,"verlangsamst,verlangsamte,verlangsamtet,verlangsamt,verlangsamet,verlangsamest,verlangsame,verlangsamten,verlangsam,verlangsamtest"
neg,verletzbar,adjx,-0.0048,"verletzbarerem,verletzbareren,verletzbare,verletzbarster,verletzbarste,verletzbareres,verletzbarsten,verletzbarerer,verletzbarstem,verletzbarstes,verletzbarst,verletzbarere,verletzbaren,verletzbarem,verletzbarer,verletzbares"
neg,verletzen,vvinf,-0.3615,"verletzte,verletze,verletz,verletzt,verletzten,verletzest,verletzet,verletztest,verletztet"
neg,verletzlich,adjx,-0.0487,"verletzlicherer,verletzlichste,verletzlicheres,verletzlichstes,verletzlichster,verletzliche,verletzlicheren,verletzlicherem,verletzlichen,verletzlichem,verletzliches,verletzlicher,verletzlichere,verletzlichst,verletzlichstem,verletzlichsten"
neg,verletzt,adjx,-0.5202,"verletzterem,verletzteste,verletztestem,verletztesten,verletzteren,verletzteres,verletztere,verletzterer,verletztester,verletztestes,verletzte,verletztem,verletzten,verletzter,verletztes,verletztest"
neg,verleumden,vvinf,-0.4473,"verleumdten,verleumde,verleumdet,verleumdte,verleumdetet,verleumdetest,verleumdtest,verleumdeten,verleumdest,verleumd,verleumdtet,verleumdete"
neg,verlieren,vvinf,-0.393,NA
neg,verlogen,adjx,-0.3355,"verlogensten,verlogenerer,verlogeneres,verlogenes,verlogner,verlogeneren,verlogenste,verlogenstem,verlogenst,verlogenen,verlogenem,verlogenster,verlogenstes,verlogener,verlogneres,verlogene,verlogenere,verlogneren,verlognerem,verlognerer,verlogenerem,verlognere"
neg,vermeiden,vvinf,-0.5265,NA
neg,vermindern,vvinf,-0.0048,"vermindere,vermindert,vermindertet,verminderten,verminderen,verminder,verminderte,vermindertest,verminderst"
neg,vernichten,vvinf,-0.4902,"vernichttet,vernichtte,vernichtest,vernichtete,vernichtetest,vernichttest,vernichtet,vernicht,vernichteten,vernichtetet,vernichte,vernichtten"
neg,vernichtend,adjx,-0.0048,NA
neg,verraten,vvinf,-0.2087,NA
neg,verringern,vvinf,-0.3537,NA
neg,verrucht,adjx,-0.1714,"verruchtesten,verruchtestem,verruchtester,verruchtestes,verruchterem,verruchteren,verruchte,verruchtest,verruchteste,verruchteres,verruchterer,verruchtes,verruchter,verruchtem,verruchtere,verruchten"
neg,verräterisch,adjx,-0.311,"verräterischsten,verräterischstem,verräterischste,verräterischstes,verräterischst,verräterischster,verräterischere,verräterischem,verräterischerem,verräterische,verräterischeren,verräterischeres,verräterischen,verräterischerer,verräterischer,verräterisches"
neg,verrückt,vvinf,-0.0337,"verrückten,verrücktestes,verrücktester,verrückter,verrücktes,verrücktest,verrücktesten,verrückteste,verrückte,verrücktem,verrückterer,verrückteres,verrücktestem,verrückteren,verrückterem,verrücktere"
neg,verschimmelt,adjx,-0.0048,NA
neg,verschlechtern,vvinf,-0.0048,NA
neg,verschleppen,vvinf,-0.0048,"verschleppst,verschleppte,verschlepptest,verschleppest,verschlepp,verschleppet,verschleppten,verschlepptet,verschleppe,verschleppt"
neg,verschleudern,vvinf,-0.0048,"verschleuder,verschleudertet,verschleuderte,verschleuderst,verschleudert,verschleudertest,verschleuderten,verschleudere,verschleuderen"
neg,verschlingen,vvinf,-0.0048,NA
neg,verschmutzen,vvinf,-0.0048,"verschmutzest,verschmutztet,verschmutztest,verschmutzet,verschmutzten,verschmutzte,verschmutz,verschmutzt,verschmutze"
neg,verschwenden,vvinf,-0.0494,"verschwendtest,verschwend,verschwende,verschwendten,verschwendtet,verschwendeten,verschwendest,verschwendte,verschwendetest,verschwendete,verschwendet,verschwendetet"
neg,verschwenderisch,adjx,-0.0048,"verschwenderischst,verschwenderischste,verschwenderischeres,verschwenderische,verschwenderischen,verschwenderischem,verschwenderischer,verschwenderisches,verschwenderischstem,verschwenderischsten,verschwenderischster,verschwenderischstes,verschwenderischere,verschwenderischerer,verschwenderischeren,verschwenderischerem"
neg,verschwinden,vvinf,-0.3588,NA
neg,versenken,vvinf,-0.0048,"versenk,versenkt,versenktet,versenkte,vergesenkt,versenket,versenkst,versenke,versenktest,versenkten,versenkest"
neg,versklaven,vvinf,-0.3142,"versklavt,versklavtest,versklavten,versklave,versklavet,versklav,versklavtet,versklavst,versklavte,versklavest"
neg,versklavt,vvinf,-0.0048,"versklavteres,versklavterer,versklavteste,versklavtesten,versklavteren,versklavtestem,versklavterem,versklavtestes,versklavte,versklavtester,versklavtere,versklavten,versklavtest,versklavtem,versklavtes,versklavter"
neg,verspielen,vvinf,-0.0048,"verspiele,verspielt,verspieltet,verspielet,verspielst,verspieltest,verspielte,verspielten,verspielest,verspiel"
neg,verspätet,vvinf,-0.4819,NA
neg,verstimmen,vvinf,-0.0048,"verstimmtet,verstimmet,verstimm,verstimmten,verstimme,verstimmst,verstimmt,verstimmte,verstimmtest,verstimmest"
neg,verstopfen,vvinf,-0.0048,NA
neg,verstoßen,vvinf,-0.3521,NA
neg,verstricken,vvinf,-0.0048,"verstrick,verstrickst,verstrickte,verstrickt,verstricktet,verstricke,verstrickest,verstricket,verstricktest,verstrickten"
neg,vertreiben,vvinf,-0.3684,NA
neg,verurteilen,vvinf,-0.77,"verurteilest,verurteiltet,verurteil,verurteile,verurteilten,verurteilet,verurteilt,verurteilte,verurteiltest,verurteilst"
neg,verwelken,vvinf,-0.0048,NA
neg,verwerflich,adjx,-0.7418,"verwerflichst,verwerflicheres,verwerflichem,verwerflicherer,verwerflichstem,verwerflichsten,verwerflichstes,verwerflichster,verwerfliche,verwerflichere,verwerflichste,verwerflichen,verwerflicherem,verwerflicheren,verwerflicher,verwerfliches"
neg,verwickeln,vvinf,-0.0048,"verwickelten,verwickle,verwickeltest,verwickelen,verwickl,verwickeltet,verwickel,verwickelte,verwickelst,verwickele,verwickelt"
neg,verwirren,vvinf,-0.0474,"verwirret,verwirre,verwirrtet,verwirrest,verwirrt,verwirr,verwirrst,verwirrten,verwirrte,verwirrtest"
neg,verworren,adjx,-0.0048,"verworrenstes,verworrenster,verworrenes,verworrener,verworrene,verworrenem,verworrenen,verworrenst,verworrnere,verworrenere,verworrnerem,verworrner,verworrenerer,verworrneren,verworreneres,verworrenste,verworrneres,verworrensten,verworrenerem,verworreneren,verworrnerer,verworrenstem"
neg,verwunden,vvinf,-0.3186,"verwundetet,verwundtet,verwund,verwundest,verwundete,verwunde,verwundte,verwundetest,verwundten,verwundet,verwundeten,verwundtest"
neg,verwüsten,vvinf,-0.0048,"verwüstest,verwüst,verwüstten,verwüstet,verwüste,verwüstt,verwüsttest,verwüstte,verwüstst,verwüsttet"
neg,verzerren,vvinf,-0.0048,"verzerrte,verzerrten,verzerrst,verzerret,verzerr,verzerrtest,verzerre,verzerrest,verzerrt,verzerrtet"
neg,verzichten,vvinf,-0.0048,NA
neg,verzweifeln,vvinf,-0.0048,"verzweifl,verzweifeltest,verzweifelte,verzweifeltet,verzweifelst,verzweifelen,verzweifle,verzweifelten,verzweifel,verzweifele,verzweifelt"
neg,verzweifelt,adjx,-0.1947,"verzweifeltstes,verzweifeltster,verzweifelterer,verzweifeltstem,verzweifeltsten,verzweifelteres,verzweifelteren,verzweifelterem,verzweifelte,verzweifeltere,verzweifeltes,verzweifelter,verzweifeltst,verzweifeltste,verzweifelten,verzweifeltem"
neg,verzwickt,adjx,-0.0403,"verzwicktestes,verzwicktester,verzwicktem,verzwicktere,verzwickten,verzwickte,verzwickteste,verzwicktest,verzwicktes,verzwickter,verzwicktestem,verzwicktesten,verzwickteres,verzwickterer,verzwickteren,verzwickterem"
neg,verzögern,vvinf,-0.3409,"verzögertet,verzögert,verzögeren,verzögerte,verzögerten,vergezögert,verzögerst,verzögertest,verzöger,verzögere"
neg,verächtlich,adjx,-0.3245,"verächtlichere,verächtlichem,verächtlichen,verächtlichster,verächtlichstes,verächtlicheres,verächtlicher,verächtlicherer,verächtlichstem,verächtlichsten,verächtliches,verächtlichst,verächtlichste,verächtlicheren,verächtlicherem,verächtliche"
neg,verängstigt,vvinf,-0.056,NA
neg,verärgern,vvinf,-0.1825,"verärgerte,verärgerst,verärgertest,verärgerten,verärger,verärgeren,verärgertet,verärgert,verärgere"
neg,volltrunken,adjx,-0.0048,"volltrunkenst,volltrunkenster,volltrunkenere,volltrunkenstes,volltrunkenem,volltrunkenen,volltrunkener,volltrunkenste,volltrunkene,volltrunkenes,volltrunkenstem,volltrunkensten,volltrunkeneren,volltrunkenerem,volltrunkeneres,volltrunkenerer"
neg,vorhersehbar,adjx,-0.3414,"vorhersehbarere,vorhersehbareres,vorhersehbarerer,vorhersehbarste,vorhersehbareren,vorhersehbares,vorhersehbarer,vorhersehbarerem,vorhersehbarst,vorhersehbaren,vorhersehbarem,vorhersehbarstes,vorhersehbarster,vorhersehbarsten,vorhersehbare,vorhersehbarstem"
neg,vorwerfen,vvinf,-0.3254,NA
neg,vorzeitig,adjx,-0.3462,"vorzeitigerem,vorzeitigere,vorzeitigeren,vorzeitigsten,vorzeitigen,vorzeitigerer,vorzeitigste,vorzeitigstem,vorzeitigem,vorzeitigster,vorzeitiges,vorzeitige,vorzeitiger,vorzeitigeres,vorzeitigstes,vorzeitigst"
neg,vulgär,adjx,-0.3122,"vulgärsten,vulgärst,vulgäre,vulgärstem,vulgärstes,vulgäreren,vulgärster,vulgärerem,vulgäreres,vulgärerer,vulgärste,vulgärere,vulgärem,vulgären,vulgärer,vulgäres"
neg,wackelig,adjx,-0.0048,"wackeligst,wackeligerer,wackeligste,wackeligeres,wackeligere,wackeligen,wackeliger,wackeliges,wackeligstes,wackeligster,wackeligsten,wackeligem,wackeligstem,wackeligeren,wackeligerem,wackelige"
neg,wackeln,vvinf,-0.0048,"wackelst,wackel,wackeltest,wackele,wackelt,wackle,wackl,wackeltet,wackelten,gewackelt,wackelte,wackelen"
neg,wahnsinnig,adjx,-0.0048,"wahnsinnigen,wahnsinnigere,wahnsinnigem,wahnsinnigst,wahnsinnigerem,wahnsinnige,wahnsinnigeren,wahnsinnigster,wahnsinnigstes,wahnsinnigerer,wahnsinnigeres,wahnsinnigsten,wahnsinnigste,wahnsinnigstem,wahnsinniges,wahnsinniger"
neg,wankelmütig,adjx,-0.0048,"wankelmütigem,wankelmütigen,wankelmütigere,wankelmütige,wankelmütigst,wankelmütigstes,wankelmütigeren,wankelmütigerem,wankelmütigster,wankelmütigerer,wankelmütigeres,wankelmütigsten,wankelmütigstem,wankelmütiges,wankelmütiger,wankelmütigste"
neg,wegfallen,vvinf,-0.0048,NA
neg,weglassen,vvinf,-0.3362,NA
neg,wehklagend,adjx,-0.0048,NA
neg,weinen,vvinf,-0.1651,"weinst,weintet,weintest,weinte,weinet,weinest,weinten,geweint,weint,weine,wein"
neg,welken,vvinf,-0.0531,"welkt,welket,gewelkt,welke,welk,welkest,welktest,welkst,welktet,welkte,welkten"
neg,wertlos,adjx,-0.6264,"wertlosest,wertlosesten,wertlosestem,wertlose,wertlosen,wertlosem,wertloses,wertloser,wertloserem,wertloseren,wertlosester,wertlosere,wertlosestes,wertloserer,wertloseste,wertloseres"
neg,wettbewerbswidrig,adjx,-0.0048,NA
neg,wichtigtun,vvinf,-0.0048,NA
neg,widerlegen,vvinf,-0.3452,"widerlegte,widerlegten,widergelegt,widerlegtest,widerlegst,widerlegest,widerleget,widerleg,widerlegt,widerlege,widerlegtet"
neg,widernatürlich,adjx,-0.3064,"widernatürlicher,widernatürlichere,widernatürlichen,widernatürlichst,widernatürlichem,widernatürlicherem,widernatürlichste,widernatürliches,widernatürlichstes,widernatürlicherer,widernatürlichster,widernatürlicheres,widernatürlicheren,widernatürliche,widernatürlichstem,widernatürlichsten"
neg,widerrufen,vvinf,-0.0048,NA
neg,widersinnig,adjx,-0.3266,"widersinnigste,widersinnigere,widersinnigen,widersinnigst,widersinnigem,widersinnigstem,widersinnigsten,widersinnigster,widersinniges,widersinniger,widersinnigstes,widersinnigeren,widersinnige,widersinnigerem,widersinnigerer,widersinnigeres"
neg,widerspenstig,adjx,-0.1789,"widerspenstigster,widerspenstigstes,widerspenstige,widerspenstiger,widerspenstiges,widerspenstigen,widerspenstigem,widerspenstigst,widerspenstigeres,widerspenstigerer,widerspenstigerem,widerspenstigsten,widerspenstigstem,widerspenstigeren,widerspenstigere,widerspenstigste"
neg,widersprechen,vvinf,-0.354,NA
neg,widersprüchlich,adjx,-0.2043,"widersprüchlicheres,widersprüchlichstes,widersprüchlichster,widersprüchlicher,widersprüchliches,widersprüchlichste,widersprüchlichsten,widersprüchlichem,widersprüchlichstem,widersprüchlichen,widersprüchlicheren,widersprüchlichst,widersprüchlicherem,widersprüchliche,widersprüchlicherer,widersprüchlichere"
neg,widerwärtig,adjx,-0.0048,"widerwärtigstes,widerwärtigster,widerwärtigerem,widerwärtigeren,widerwärtigstem,widerwärtigerer,widerwärtigsten,widerwärtigeres,widerwärtigem,widerwärtigen,widerwärtigst,widerwärtige,widerwärtigere,widerwärtigste,widerwärtiges,widerwärtiger"
neg,widrig,adjx,-0.0048,"widrigerer,widrigeres,widrigerem,widrigste,widrigeren,widrigen,widrigst,widrigstem,widrigem,widrigere,widriger,widrigsten,widrigstes,widrigster,widrige,widriges"
neg,willkürlich,adjx,-0.3481,"willkürlichster,willkürlichstes,willkürlichstem,willkürlichsten,willkürliches,willkürlicher,willkürlichem,willkürlichen,willkürlicherem,willkürlicheren,willkürlichst,willkürlichere,willkürlicheres,willkürlichste,willkürliche,willkürlicherer"
neg,wirkungslos,adjx,-0.0048,"wirkungslosere,wirkungslosesten,wirkungslosestem,wirkungsloseres,wirkungsloses,wirkungsloserer,wirkungslosest,wirkungsloser,wirkungslosem,wirkungslosen,wirkungslosester,wirkungsloseste,wirkungsloseren,wirkungslosestes,wirkungslose,wirkungsloserem"
neg,wirr,adjx,-0.1841,"wirrste,wirrstem,wirrsten,wirres,wirrerem,wirre,wirren,wirreres,wirrem,wirrere,wirrerer,wirrst,wirrstes,wirrster,wirrer,wirreren"
neg,wutentbrannt,adjx,-0.3138,"wutentbranntere,wutentbranntster,wutentbranntstes,wutentbranntstem,wutentbranntsten,wutentbrannteren,wutentbranntste,wutentbrannterem,wutentbranntst,wutentbrannte,wutentbrannteres,wutentbrannterer,wutentbrannten,wutentbranntem,wutentbrannter,wutentbranntes"
neg,wutschäumend,adjx,-0.0048,"wutschäumendem,wutschäumenden,wutschäumenderer,wutschäumenderes,wutschäumender,wutschäumendes,wutschäumendstes,wutschäumendste,wutschäumenderem,wutschäumenderen,wutschäumendstem,wutschäumendsten,wutschäumendst,wutschäumendster,wutschäumendere,wutschäumende"
neg,würgen,vvinf,-0.0048,NA
neg,wüten,vvinf,-0.0048,"wütest,wüttet,wütet,gewütet,wüte,wüteten,wüt,wütetest,wütten,wütetet,wütte,wüttest,wütete"
neg,wütend,adjx,-0.3233,NA
neg,zahlungsunfähig,adjx,-0.0048,NA
neg,zappeln,vvinf,-0.0048,"gezappelt,zappeltet,zappelst,zappelen,zappel,zappelte,zappelt,zappeltest,zappele,zappelten,zapple,zappl"
neg,zaudern,vvinf,-0.0048,"zauderst,zauderte,zaudert,zaudertet,zaudere,zaudertest,zauderen,zauderten,zauder,gezaudert"
neg,zensieren,vvinf,-0.315,"zensiertet,zensiere,zensiertest,zensierst,zensierte,zensierten,zensieret,zensierest,zensier,zensiert"
neg,zerbrechen,vvinf,-0.0522,NA
neg,zerfressen,vvinf,-0.0048,NA
neg,zerren,vvinf,-0.0048,"zerrtet,zerrtest,zerret,zerrest,gezerrt,zerrten,zerrt,zerre,zerrst,zerrte,zerr"
neg,zerrissen,adjx,-0.4776,"zerrissenes,zerrissener,zerrissenst,zerrissenen,zerrissenster,zerrissenstes,zerrissenste,zerrissenerer,zerrissenstem,zerrissensten,zerrisseneres,zerrissenerem,zerrisseneren,zerrissenere,zerrissenem,zerrissene"
neg,zerschlagen,adjx,-0.0048,"zerschlagenere,zerschlagenerem,zerschlagenste,zerschlageneren,zerschlagenem,zerschlagenst,zerschlagenstem,zerschlagenen,zerschlagenerer,zerschlagensten,zerschlageneres,zerschlagener,zerschlagenstes,zerschlagenes,zerschlagenster,zerschlagene"
neg,zerschmettern,vvinf,-0.0048,"zerschmettertest,zerschmetterten,zerschmetterst,zerschmettere,zerschmettert,zerschmetter,zerschmetteren,zerschmettertet,zerschmetterte"
neg,zerschunden,adjx,-0.0048,"zerschundnerem,zerschundene,zerschundeneres,zerschundenerer,zerschundneren,zerschundenstes,zerschundneres,zerschundenster,zerschundeneren,zerschundnerer,zerschundnere,zerschundenerem,zerschundner,zerschundenes,zerschundener,zerschundenste,zerschundenen,zerschundenere,zerschundenem,zerschundenst,zerschundenstem,zerschundensten"
neg,zersetzen,vvinf,-0.0048,"zersetz,zersetzte,zersetztet,zersetzest,zersetzten,zersetztest,zersetzet,zersetze,zersetzt"
neg,zersetzend,adjx,-0.0048,NA
neg,zerstreuen,vvinf,-0.0048,NA
neg,zerstören,vvinf,-0.5131,"zerstöret,zerstörest,zerstörten,zerstörte,zerstörst,zerstörtest,zerstöre,zerstör,zerstört,zerstörtet"
neg,zerstörerisch,adjx,-0.4715,"zerstörerischsten,zerstörerischerer,zerstörerischstem,zerstörerischeres,zerstörerischstes,zerstörerischster,zerstörerische,zerstörerischem,zerstörerischere,zerstörerischen,zerstörerischst,zerstörerisches,zerstörerischerem,zerstörerischeren,zerstörerischer,zerstörerischste"
neg,zerstört,vvinf,-0.503,NA
neg,ziellos,adjx,-0.3305,"ziellose,ziellosest,zielloser,ziellosen,ziellosem,zielloseste,zielloserem,zielloses,zielloserer,zielloseres,zielloseren,ziellosester,ziellosestes,ziellosere,ziellosestem,ziellosesten"
neg,zittern,vvinf,-0.0048,"zitteren,zitterte,zitterst,zitter,zitterten,zittertet,zittertest,zittert,zittere,gezittert"
neg,zornig,adjx,-0.1853,"zornigerer,zorniges,zorniger,zornigeres,zornige,zornigen,zornigem,zornigste,zornigeren,zornigerem,zornigst,zornigere,zornigsten,zornigstem,zornigster,zornigstes"
neg,zurückbleiben,vvinf,-0.1831,NA
neg,zurückgeben,vvinf,-0.0619,NA
neg,zurückgegeben,adjx,-0.3502,NA
neg,zurückgehen,vvinf,-0.0048,NA
neg,zurückgeschickt,adjx,-0.3377,"zurückgeschicktste,zurückgeschickterem,zurückgeschicktstem,zurückgeschicktsten,zurückgeschickteren,zurückgeschicktster,zurückgeschicktstes,zurückgeschickte,zurückgeschicktere,zurückgeschickterer,zurückgeschickteres,zurückgeschickter,zurückgeschicktes,zurückgeschickten,zurückgeschicktst,zurückgeschicktem"
neg,zurückhalten,vvinf,-0.0048,NA
neg,zurückschicken,vvinf,-0.331,"zurückschickt,zurückschick,zurückschickten,zurückschicket,zurückschicktet,zurückgeschickt,zurückschickte,zurückschickst,zurückschicke,zurückschicktest,zurückschickest"
neg,zusammenbrechen,vvinf,-0.3317,NA
neg,zusammenhanglos,adjx,-0.0048,"zusammenhanglosestes,zusammenhangloseren,zusammenhangloserem,zusammenhangloserer,zusammenhangloseres,zusammenhanglose,zusammenhanglosestem,zusammenhanglosesten,zusammenhangloseste,zusammenhanglosester,zusammenhanglosere,zusammenhangloser,zusammenhangloses,zusammenhanglosen,zusammenhanglosem,zusammenhanglosest"
neg,zusammenrechen,vvinf,-0.0048,NA
neg,zusammenschlagen,vvinf,-0.0395,NA
neg,zusammenstoßen,vvinf,-0.0048,NA
neg,zwecklos,adjx,-0.0048,"zwecklosen,zwecklosem,zweckloser,zweckloses,zwecklosere,zwecklosester,zwecklosestes,zweckloseres,zweckloserer,zwecklosest,zwecklosesten,zwecklosestem,zweckloseste,zweckloseren,zweckloserem,zwecklose"
neg,zweideutig,adjx,-0.3174,"zweideutigsten,zweideutigstem,zweideutigstes,zweideutigster,zweideutigste,zweideutigere,zweideutigerem,zweideutigeren,zweideutigst,zweideutigem,zweideutige,zweideutigen,zweideutigeres,zweideutiges,zweideutiger,zweideutigerer"
neg,zweifelhaft,adjx,-0.3455,"zweifelhaftem,zweifelhaften,zweifelhafteres,zweifelhaftestem,zweifelhafterer,zweifelhaftest,zweifelhaftesten,zweifelhafte,zweifelhafteren,zweifelhafterem,zweifelhafteste,zweifelhaftestes,zweifelhaftester,zweifelhaftere,zweifelhafter,zweifelhaftes"
neg,zweifeln,vvinf,-0.1935,"zweifelten,gezweifelt,zweifelen,zweifle,zweifeltet,zweifl,zweifeltest,zweifelt,zweifelte,zweifelst,zweifele,zweifel"
neg,zweitklassig,adjx,-0.1725,"zweitklassigste,zweitklassigeren,zweitklassiges,zweitklassiger,zweitklassigerem,zweitklassigsten,zweitklassigstem,zweitklassigerer,zweitklassigeres,zweitklassigem,zweitklassigere,zweitklassigstes,zweitklassigen,zweitklassigster,zweitklassige,zweitklassigst"
neg,zwiespältig,adjx,-0.0048,"zwiespältige,zwiespältigstem,zwiespältigsten,zwiespältigst,zwiespältigen,zwiespältigem,zwiespältiger,zwiespältigerem,zwiespältigeren,zwiespältiges,zwiespältigerer,zwiespältigeres,zwiespältigste,zwiespältigstes,zwiespältigere,zwiespältigster"
neg,zwieträchtig,adjx,-0.0048,"zwieträchtigst,zwieträchtigem,zwieträchtigen,zwieträchtige,zwieträchtiger,zwieträchtigste,zwieträchtiges,zwieträchtigster,zwieträchtigeren,zwieträchtigstes,zwieträchtigerem,zwieträchtigsten,zwieträchtigere,zwieträchtigstem,zwieträchtigerer,zwieträchtigeres"
neg,zwingen,vvinf,-0.4975,NA
neg,zögern,vvinf,-0.0048,"gezögert,zögertet,zögeren,zögerst,zöger,zögertest,zögerte,zögerten,zögert,zögere"
neg,züchtigen,adjx,-0.0048,"züchtigt,züchtigtest,züchtige,gezüchtigt,züchtigtet,züchtigest,züchtig,züchtiget,züchtigst,züchtigte,züchtigten"
neg,ärger,nn,-0.3465,NA
neg,ärgernis,nn,-0.3357,"ärgernises,ärgerniss,ärgernisen,ärgernise"
neg,übel,nn,-0.4895,"übels,übeln"
neg,überfüllung,nn,-0.0048,NA
neg,übergewicht,nn,-0.2011,"übergewichtes,übergewichten,übergewichte,übergewichts"
neg,überhöhung,nn,-0.0048,NA
neg,überlastung,nn,-0.0048,NA
neg,übermaß,nn,-0.3337,"übermaßs,übermaßes"
neg,überschreitung,nn,-0.0048,NA
neg,überschuß,nn,-0.1924,NA
neg,überschwemmung,nn,-0.0048,überschwemmungen
neg,übertreibung,nn,-0.0424,übertreibungen
neg,ängstigen,vvinf,-0.3193,NA
neg,ängstlich,adjx,-0.4735,"ängstlichst,ängstlichste,ängstlichen,ängstlichem,ängstlicheren,ängstlichstem,ängstlichsten,ängstlicherem,ängstlicher,ängstlichster,ängstliche,ängstlichstes,ängstliches,ängstlichere,ängstlicheres,ängstlicherer"
neg,ärgerlich,adjx,-0.3111,"ärgerlichstem,ärgerlichsten,ärgerlichen,ärgerlichst,ärgerlichem,ärgerliches,ärgerlichster,ärgerlicher,ärgerlichstes,ärgerlicherer,ärgerlicheres,ärgerlicheren,ärgerlicherem,ärgerliche,ärgerlichere,ärgerlichste"
neg,ärgern,vvinf,-0.0048,NA
neg,öde,adjx,-0.457,"ödeere,ödeerer,ödeeres,ödeen,ödees,ödeer,ödeste,ödestem,ödesten,ödestes,ödeeren,ödeerem,ödester,ödeem,ödest,ödee"
neg,übellaunig,adjx,-0.0048,"übellaunigerer,übellauniges,übellauniger,übellaunigem,übellaunigere,übellaunigeres,übellaunigen,übellaunige,übellaunigst,übellaunigste,übellaunigstes,übellaunigster,übellaunigeren,übellaunigerem,übellaunigsten,übellaunigstem"
neg,überfallen,vvinf,-0.3457,NA
neg,überflutet,vvinf,-0.0048,NA
